datetime,uid,date,day_slot,is_randomized,avail,send,returned_message,response,activity,location,weather,temperature,jbsteps30pre,study_day,is_weekday
2015-08-27 20:30:00,9,2015-08-27,4,False,True,0,donotnotify,no_send,STILL,Store,Overcast,temp_mild,0.0,31,True
2015-08-27 23:00:00,9,2015-08-27,5,False,True,0,donotnotify,no_send,STILL,Restaurant,Overcast,temp_mild,0.0,31,True
2015-08-28 15:30:00,9,2015-08-28,2,False,True,0,donotnotify,no_send,STILL,Restaurant,Overcast,temp_mild,398.0,32,True
2015-08-28 18:30:00,9,2015-08-28,3,True,True,2,What a great afternoon How about taking a walk around the block for some fresh air,no_response,STILL,University,PartlyCloudy,temp_warm,0.0,32,True
2015-08-28 20:30:00,9,2015-08-28,4,False,True,0,donotnotify,no_send,STILL,Restaurant,PartlyCloudy,temp_warm,202.0,32,True
2015-08-28 23:00:00,9,2015-08-28,5,False,False,0,donotnotify,no_send,ON_MOVE,Park,PartlyCloudy,temp_warm,1385.0,32,True
2015-08-29 18:30:00,9,2015-08-29,3,True,True,2,What a great afternoon How about taking a walk around the block for some fresh air,bad,STILL,Store,Overcast,temp_warm,64.0,33,False
2015-08-29 20:30:00,9,2015-08-29,4,False,True,0,donotnotify,no_send,STILL,Store,Overcast,temp_warm,61.0,33,False
2015-08-29 23:00:00,9,2015-08-29,5,False,True,0,donotnotify,no_send,STILL,Park,Overcast,temp_warm,0.0,33,False
2015-08-30 18:30:00,9,2015-08-30,3,False,True,0,donotnotify,no_send,STILL,Store,PartlyCloudy,temp_warm,0.0,34,False
2015-08-30 20:30:00,9,2015-08-30,4,False,True,0,donotnotify,no_send,STILL,Store,MostlyCloudy,temp_warm,160.0,34,False
2015-08-30 23:00:00,9,2015-08-30,5,True,True,1,The weathers not so bad today How about ending the day with a brisk walk,bad,STILL,Store,Clear,temp_warm,0.0,34,False
2015-08-31 18:30:00,9,2015-08-31,3,False,True,0,donotnotify,no_send,STILL,Restaurant,MostlyCloudy,temp_warm,463.0,35,True
2015-08-31 20:30:00,9,2015-08-31,4,False,True,0,donotnotify,no_send,STILL,Restaurant,Clear,temp_warm,23.0,35,True
2015-08-31 23:00:00,9,2015-08-31,5,True,True,1,Can you take a 5 minute break Even 5 minutes of walking can significantly improve health Our bodies are made to move,no_response,STILL,Store,Clear,temp_warm,1016.0,35,True
2015-09-01 11:00:00,9,2015-09-01,1,True,True,2,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,no_response,STILL,Store,Fog,temp_mild,0.0,36,True
2015-09-01 20:30:00,9,2015-09-01,4,False,False,0,donotnotify,no_send,ON_MOVE,University,Clear,temp_warm,693.0,36,True
2015-09-01 23:00:00,9,2015-09-01,5,True,True,2,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,no_response,STILL,University,Clear,temp_warm,0.0,36,True
2015-09-02 18:30:00,9,2015-09-02,3,False,True,0,donotnotify,no_send,STILL,Restaurant,Clear,temp_hot,331.0,37,True
2015-09-02 20:30:00,9,2015-09-02,4,False,True,0,donotnotify,no_send,STILL,ClothingStore,Clear,temp_hot,96.0,37,True
2015-09-02 23:00:00,9,2015-09-02,5,True,False,0,donotnotify,no_send,ON_MOVE,University,Clear,temp_hot,665.0,37,True
2015-09-03 11:00:00,9,2015-09-03,1,True,True,1,Get your creative energy flowing A walk before work could be the perfect start to your day Can you manage one this morning,no_response,STILL,University,Clear,temp_mild,0.0,38,True
2015-09-03 18:30:00,9,2015-09-03,3,False,True,0,donotnotify,no_send,STILL,Restaurant,Clear,temp_hot,0.0,38,True
2015-09-03 20:30:00,9,2015-09-03,4,False,True,0,donotnotify,no_send,STILL,Restaurant,PartlyCloudy,temp_hot,1.0,38,True
2015-09-03 23:00:00,9,2015-09-03,5,False,True,0,donotnotify,no_send,STILL,Restaurant,PartlyCloudy,temp_warm,52.0,38,True
2015-09-04 18:30:00,9,2015-09-04,3,True,True,2,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,good,STILL,University,Overcast,temp_mild,0.0,39,True
2015-09-04 20:30:00,9,2015-09-04,4,False,False,0,donotnotify,no_send,ON_MOVE,Store,MostlyCloudy,temp_mild,234.0,39,True
2015-09-04 23:00:00,9,2015-09-04,5,False,True,0,donotnotify,no_send,STILL,University,PartlyCloudy,temp_mild,0.0,39,True
2015-09-05 18:30:00,9,2015-09-05,3,True,False,0,donotnotify,no_send,ON_MOVE,Restaurant,Clear,temp_warm,242.0,40,False
2015-09-05 20:30:00,9,2015-09-05,4,True,True,2,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,STILL,Restaurant,Clear,temp_warm,154.0,40,False
2015-09-05 23:00:00,9,2015-09-05,5,True,True,1,Need to decompress from a long day A walk might help,bad,STILL,FurnitureStore,PartlyCloudy,temp_warm,138.0,40,False
2015-09-06 11:00:00,9,2015-09-06,1,True,True,1,Weekends are great for shopping Could you walk instead of drive to the nearest supermarket or store to find a deal or two,no_response,STILL,University,PartlyCloudy,temp_mild,0.0,41,False
2015-09-06 15:30:00,9,2015-09-06,2,False,True,0,donotnotify,no_send,STILL,GroceryStore,Clear,temp_warm,30.0,41,False
2015-09-06 18:30:00,9,2015-09-06,3,False,True,0,donotnotify,no_send,STILL,GroceryStore,Clear,temp_hot,0.0,41,False
2015-09-06 23:00:00,9,2015-09-06,5,True,True,1,Some fresh evening air is a great way to unwind after a long day Are you up for a brisk walk,good,STILL,Store,Clear,temp_hot,0.0,41,False
2015-09-07 11:00:00,9,2015-09-07,1,False,True,0,donotnotify,no_send,STILL,Store,Clear,temp_mild,0.0,42,True
2015-09-07 15:30:00,9,2015-09-07,2,True,True,2,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,no_response,STILL,Store,Clear,temp_hot,361.0,42,True
2015-09-07 18:30:00,9,2015-09-07,3,True,True,2,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,STILL,Park,Clear,temp_hot,54.0,42,True
2015-09-07 20:30:00,9,2015-09-07,4,True,True,1,Did you know racewalking has been an Olympic sport for 90 years Find out if its your calling by heading out for a brisk walk right now,bad,STILL,Store,Clear,temp_hot,51.0,42,True
2015-09-07 23:00:00,9,2015-09-07,5,True,True,2,Just a reminder that you rock How about thanking your body for all that it does by standing up and giving it a big stretch,no_response,STILL,Store,Clear,temp_hot,0.0,42,True
2015-07-30 15:30:00,10,2015-07-30,2,False,False,0,donotnotify,no_send,ON_MOVE,Restaurant,Clear,temp_warm,411.0,1,True
2015-07-30 18:30:00,10,2015-07-30,3,True,False,0,donotnotify,no_send,ON_MOVE,University,Clear,temp_hot,371.0,1,True
2015-07-30 21:30:00,10,2015-07-30,4,True,False,0,donotnotify,no_send,ON_MOVE,Restaurant,Clear,temp_hot,857.0,1,True
2015-07-30 23:30:00,10,2015-07-30,5,True,True,1,Some fresh evening air is a great way to unwind after a long day Are you up for a brisk walk,bad,STILL,Home,Clear,temp_warm,172.0,1,True
2015-07-31 13:00:00,10,2015-07-31,1,True,True,2,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,STILL,Home,Clear,temp_warm,0.0,2,True
2015-07-31 16:00:00,10,2015-07-31,2,True,True,1,Why not use your lunch hour to walk to your favorite healthy lunch spot,bad,STILL,Work,Clear,temp_warm,0.0,2,True
2015-07-31 18:00:00,10,2015-07-31,3,False,True,0,donotnotify,no_send,STILL,University,PartlyCloudy,temp_hot,714.0,2,True
2015-07-31 21:30:00,10,2015-07-31,4,True,True,1,Its a lovely evening Why not embrace the calm with a walk outside,no_response,STILL,Home,Clear,temp_hot,1021.0,2,True
2015-08-01 00:00:00,10,2015-08-01,5,True,True,1,Longer routes more steps How might you work longer routes into your weeknight routine,good,STILL,Home,Clear,temp_warm,0.0,3,False
2015-08-01 13:00:00,10,2015-08-01,1,True,False,0,donotnotify,no_send,ON_MOVE,University,Clear,temp_warm,308.0,3,False
2015-08-01 16:00:00,10,2015-08-01,2,True,False,0,donotnotify,no_send,ON_MOVE,University,Clear,temp_warm,0.0,3,False
2015-08-01 18:00:00,10,2015-08-01,3,False,True,0,donotnotify,no_send,STILL,Home,Clear,temp_warm,624.0,3,False
2015-08-01 21:30:00,10,2015-08-01,4,False,False,0,donotnotify,no_send,ON_MOVE,Park,PartlyCloudy,temp_warm,425.0,3,False
2015-08-02 00:00:00,10,2015-08-02,5,True,True,1,Its a great evening for a walk How about going for a stroll,good,STILL,Transit,Clear,temp_warm,366.0,4,False
2015-08-02 13:00:00,10,2015-08-02,1,True,True,2,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,good,STILL,Transit,Clear,temp_mild,0.0,4,False
2015-08-02 16:00:00,10,2015-08-02,2,False,True,0,donotnotify,no_send,STILL,Store,PartlyCloudy,temp_hot,183.0,4,False
2015-08-02 18:00:00,10,2015-08-02,3,False,True,0,donotnotify,no_send,STILL,Transit,Clear,temp_hot,199.0,4,False
2015-08-02 21:30:00,10,2015-08-02,4,True,True,2,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,STILL,Store,Clear,temp_hot,179.0,4,False
2015-08-03 00:00:00,10,2015-08-03,5,False,True,0,donotnotify,no_send,STILL,Transit,Clear,temp_hot,34.0,5,True
2015-08-03 13:00:00,10,2015-08-03,1,False,True,0,donotnotify,no_send,STILL,Home,Overcast,temp_mild,119.0,5,True
2015-08-03 16:00:00,10,2015-08-03,2,True,True,1,Intraoffice communication is important How about walking to a coworkers desk asking for some workrelated advice,bad,STILL,Work,Clear,temp_warm,32.0,5,True
2015-08-03 18:00:00,10,2015-08-03,3,True,False,0,donotnotify,no_send,ON_MOVE,University,PartlyCloudy,temp_warm,629.0,5,True
2015-08-03 21:30:00,10,2015-08-03,4,True,True,2,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,good,STILL,Transit,PartlyCloudy,temp_warm,73.0,5,True
2015-08-04 00:00:00,10,2015-08-04,5,True,True,1,Some fresh evening air is a great way to unwind after a long day Are you up for a brisk walk,no_response,STILL,Transit,PartlyCloudy,temp_warm,1023.0,6,True
2015-08-04 13:00:00,10,2015-08-04,1,True,True,1,The weather is beautiful Dont believe us Well head outside see for yourself,good,STILL,Home,Clear,temp_mild,0.0,6,True
2015-08-04 16:00:00,10,2015-08-04,2,True,True,2,Hey you Have you been sitting for a while Can you take a 5 minute walking break,bad,STILL,Home,Clear,temp_warm,0.0,6,True
2015-08-04 18:00:00,10,2015-08-04,3,True,True,2,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,no_response,STILL,Work,PartlyCloudy,temp_warm,0.0,6,True
2015-08-04 21:30:00,10,2015-08-04,4,True,True,2,Your body is an awesome invention How about expressing your gratitude with 10 minutes of stretching tonight,no_response,STILL,Home,PartlyCloudy,temp_warm,173.0,6,True
2015-08-05 00:00:00,10,2015-08-05,5,False,True,0,donotnotify,no_send,STILL,Home,PartlyCloudy,temp_warm,42.0,7,True
2015-08-05 13:00:00,10,2015-08-05,1,True,True,2,Good morning When you get to work try stretching your legs for a minute or two before sitting down at your desk,no_response,STILL,Home,Clear,temp_mild,214.0,7,True
2015-08-05 16:00:00,10,2015-08-05,2,True,True,1,What would it take for you to get a 1520 minute walk in this afternoon How could you make that happen,bad,STILL,Work,Clear,temp_warm,73.0,7,True
2015-08-05 18:00:00,10,2015-08-05,3,False,True,0,donotnotify,no_send,STILL,Work,Clear,temp_warm,26.0,7,True
2015-08-05 21:30:00,10,2015-08-05,4,False,False,0,donotnotify,no_send,ON_MOVE,Restaurant,PartlyCloudy,temp_warm,79.0,7,True
2015-08-06 00:00:00,10,2015-08-06,5,True,True,1,In the mood to do good Head to the park with a small trash bag set a goal of picking up 10 pieces of trash during your walk,no_response,STILL,Store,PartlyCloudy,temp_warm,27.0,8,True
2015-08-06 13:00:00,10,2015-08-06,1,False,True,0,donotnotify,no_send,STILL,Transit,PartlyCloudy,temp_mild,0.0,8,True
2015-08-06 16:00:00,10,2015-08-06,2,False,True,0,donotnotify,no_send,STILL,Transit,PartlyCloudy,temp_warm,138.0,8,True
2015-08-06 18:00:00,10,2015-08-06,3,True,True,1,Head up Its great walking weather right now Think how invigorated youll feel after a short walk,good,STILL,Restaurant,PartlyCloudy,temp_warm,0.0,8,True
2015-08-06 21:30:00,10,2015-08-06,4,True,True,1,Have you been sitting all day If you can try not to sit all night too Maybe tackle some active housework like cooking or vacuuming,no_response,STILL,Home,PartlyCloudy,temp_warm,0.0,8,True
2015-08-07 00:00:00,10,2015-08-07,5,False,True,0,donotnotify,no_send,STILL,Restaurant,PartlyCloudy,temp_mild,3.0,9,True
2015-08-07 13:00:00,10,2015-08-07,1,False,True,0,donotnotify,no_send,STILL,Home,Clear,temp_warm,0.0,9,True
2015-08-07 16:00:00,10,2015-08-07,2,True,True,2,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,STILL,Home,Clear,temp_warm,250.0,9,True
2015-08-07 18:00:00,10,2015-08-07,3,True,True,2,How about getting up stretching those arms and legs after a productive day at work You deserve it,good,STILL,Home,PartlyCloudy,temp_warm,815.0,9,True
2015-08-07 21:30:00,10,2015-08-07,4,False,True,0,donotnotify,no_send,STILL,Home,MostlyCloudy,temp_warm,1485.0,9,True
2015-08-08 00:00:00,10,2015-08-08,5,True,True,2,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,STILL,Restaurant,Overcast,temp_warm,0.0,10,False
2015-08-08 13:00:00,10,2015-08-08,1,True,True,1,Now shall I walk or shall I ride Ride Pleasure said Walk Joy replied WH Davies Where will you walk today,good,STILL,Home,Overcast,temp_mild,57.0,10,False
2015-08-08 16:00:00,10,2015-08-08,2,False,True,0,donotnotify,no_send,STILL,Store,Overcast,temp_warm,293.0,10,False
2015-08-08 18:00:00,10,2015-08-08,3,True,True,1,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,good,STILL,Home,Overcast,temp_warm,480.0,10,False
2015-08-08 21:30:00,10,2015-08-08,4,False,True,0,donotnotify,no_send,STILL,Home,Overcast,temp_warm,243.0,10,False
2015-08-09 00:00:00,10,2015-08-09,5,False,True,0,donotnotify,no_send,STILL,Home,Overcast,temp_mild,0.0,11,False
2015-08-09 13:00:00,10,2015-08-09,1,True,True,1,Mornings are so full of possibility How about a walk around the neighborhood before you start your day,no_response,STILL,Home,MostlyCloudy,temp_mild,0.0,11,False
2015-08-09 16:00:00,10,2015-08-09,2,False,True,0,donotnotify,no_send,STILL,Home,MostlyCloudy,temp_warm,37.0,11,False
2015-08-09 18:00:00,10,2015-08-09,3,True,True,1,Arent afternoon strolls romantic No How about energizing then Can you try one out for 15 minutes let us know,no_response,STILL,Home,Overcast,temp_warm,0.0,11,False
2015-08-09 21:30:00,10,2015-08-09,4,False,False,0,donotnotify,no_send,STILL,Home,Clear,temp_warm,84.0,11,False
2015-08-10 13:00:00,10,2015-08-10,1,True,True,1,Hey look outside Not so bad right Maybe you could walk to work today or just park a bit further away,good,STILL,Home,PartlyCloudy,temp_mild,0.0,12,True
2015-08-10 16:00:00,10,2015-08-10,2,True,True,2,Quick lets stretch Stand up reeeeach for the sky reeeeach for your toes and repeat Feels good doesnt it,good,STILL,Work,Overcast,temp_warm,0.0,12,True
2015-08-10 18:00:00,10,2015-08-10,3,True,True,1,Have you been staring at a screen all day Give your eyes a break by walking a lap around this floor of your office building,good,STILL,Work,Rain,temp_warm,19.0,12,True
2015-08-10 21:30:00,10,2015-08-10,4,True,False,0,donotnotify,no_send,ON_MOVE,Restaurant,MostlyCloudy,temp_mild,316.0,12,True
2015-08-11 00:00:00,10,2015-08-11,5,False,True,0,donotnotify,no_send,STILL,Home,PartlyCloudy,temp_warm,101.0,13,True
2015-08-11 13:00:00,10,2015-08-11,1,False,True,0,donotnotify,no_send,STILL,Home,Overcast,temp_mild,0.0,13,True
2015-08-11 16:00:00,10,2015-08-11,2,False,True,0,donotnotify,no_send,STILL,University,Clear,temp_warm,392.0,13,True
2015-08-11 18:00:00,10,2015-08-11,3,True,True,1,The office can be stuffy Could you go for a walk to get some fresh air,no_response,STILL,Work,Clear,temp_warm,0.0,13,True
2015-08-11 21:30:00,10,2015-08-11,4,True,False,0,donotnotify,no_send,ON_MOVE,University,Clear,temp_warm,703.0,13,True
2015-08-12 13:00:00,10,2015-08-12,1,False,True,0,donotnotify,no_send,STILL,Home,Overcast,temp_mild,0.0,14,True
2015-08-12 16:00:00,10,2015-08-12,2,True,True,2,Hows your energy level this afternoon A 1015 minute walk can enliven your body,no_response,STILL,Work,PartlyCloudy,temp_mild,0.0,14,True
2015-08-12 18:00:00,10,2015-08-12,3,True,True,2,Hard day at work How about getting up stretching those arms and legs,no_response,STILL,Work,MostlyCloudy,temp_warm,0.0,14,True
2015-08-12 22:00:00,10,2015-08-12,4,True,False,0,donotnotify,no_send,ON_MOVE,Restaurant,MostlyCloudy,temp_warm,0.0,14,True
2015-08-13 00:30:00,10,2015-08-13,5,False,False,0,donotnotify,no_send,ON_MOVE,University,Clear,temp_mild,119.0,15,True
2015-08-13 13:00:00,10,2015-08-13,1,True,True,2,Good morning When you get to work how about going for a 510 minute walk before settling in at your desk,good,STILL,Home,PartlyCloudy,temp_mild,0.0,15,True
2015-08-13 16:00:00,10,2015-08-13,2,False,True,0,donotnotify,no_send,STILL,Home,Clear,temp_warm,92.0,15,True
2015-08-13 18:00:00,10,2015-08-13,3,False,True,0,donotnotify,no_send,STILL,Work,Clear,temp_warm,125.0,15,True
2015-08-13 22:00:00,10,2015-08-13,4,False,True,0,donotnotify,no_send,STILL,Home,Clear,temp_hot,160.0,15,True
2015-08-14 00:30:00,10,2015-08-14,5,True,True,1,What healthy treat could you make today How about a cup of tea or coffee You could do squats or jumping jacks while the water heats up,bad,STILL,Home,PartlyCloudy,temp_warm,259.0,16,True
2015-08-14 13:00:00,10,2015-08-14,1,False,True,0,donotnotify,no_send,STILL,Home,PartlyCloudy,temp_warm,0.0,16,True
2015-08-14 16:00:00,10,2015-08-14,2,False,True,0,donotnotify,no_send,STILL,Work,PartlyCloudy,temp_warm,0.0,16,True
2015-08-14 18:00:00,10,2015-08-14,3,True,True,1,Feeling a little vitamin D deprived Taking a walk now would brighten the rest of your day,no_response,STILL,Work,Overcast,temp_warm,190.0,16,True
2015-08-14 22:00:00,10,2015-08-14,4,False,True,0,donotnotify,no_send,STILL,Home,PartlyCloudy,temp_hot,110.0,16,True
2015-08-15 00:30:00,10,2015-08-15,5,False,True,0,donotnotify,no_send,STILL,Home,PartlyCloudy,temp_warm,303.0,17,False
2015-08-15 13:00:00,10,2015-08-15,1,False,True,0,donotnotify,no_send,STILL,Home,PartlyCloudy,temp_warm,0.0,17,False
2015-08-15 16:00:00,10,2015-08-15,2,False,True,0,donotnotify,no_send,STILL,Home,Clear,temp_warm,73.0,17,False
2015-08-15 18:00:00,10,2015-08-15,3,False,True,0,donotnotify,no_send,STILL,Transit,Clear,temp_hot,180.0,17,False
2015-08-15 22:00:00,10,2015-08-15,4,False,True,0,donotnotify,no_send,STILL,Transit,PartlyCloudy,temp_hot,0.0,17,False
2015-08-16 00:30:00,10,2015-08-16,5,False,True,0,donotnotify,no_send,STILL,Restaurant,Clear,temp_warm,181.0,18,False
2015-08-16 13:00:00,10,2015-08-16,1,False,True,0,donotnotify,no_send,STILL,Transit,Clear,temp_mild,0.0,18,False
2015-08-16 16:00:00,10,2015-08-16,2,False,False,0,donotnotify,no_send,ON_MOVE,Restaurant,Clear,temp_hot,27.0,18,False
2015-08-16 18:00:00,10,2015-08-16,3,False,True,0,donotnotify,no_send,STILL,Restaurant,PartlyCloudy,temp_hot,284.0,18,False
2015-08-16 22:00:00,10,2015-08-16,4,True,True,1,Planning to watch TV tonight Taking a walk even 5 minutes before the show will help you relax unwind,good,STILL,Transit,PartlyCloudy,temp_hot,80.0,18,False
2015-08-17 00:30:00,10,2015-08-17,5,True,True,2,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,STILL,Transit,Clear,temp_hot,0.0,19,True
2015-08-17 13:00:00,10,2015-08-17,1,False,True,0,donotnotify,no_send,STILL,Transit,Clear,temp_mild,17.0,19,True
2015-08-17 16:00:00,10,2015-08-17,2,True,True,2,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,bad,STILL,Work,Clear,temp_hot,0.0,19,True
2015-08-17 18:00:00,10,2015-08-17,3,False,True,0,donotnotify,no_send,STILL,Work,Clear,temp_hot,0.0,19,True
2015-08-17 22:00:00,10,2015-08-17,4,False,True,0,donotnotify,no_send,STILL,Transit,PartlyCloudy,temp_hot,257.0,19,True
2015-08-17 23:30:00,10,2015-08-17,5,False,False,0,donotnotify,no_send,ON_MOVE,Healthcare,PartlyCloudy,temp_warm,481.0,19,True
2015-08-18 13:00:00,10,2015-08-18,1,True,True,1,Hey youre pretty tough Do you think you can take a brisk 15min walk before heading to work to rev up your body for the day,good,STILL,Transit,Overcast,temp_warm,26.0,20,True
2015-08-18 16:00:00,10,2015-08-18,2,True,True,1,Longer routes more steps How might you add steps during your lunch hour today,bad,STILL,Work,PartlyCloudy,temp_warm,0.0,20,True
2015-08-18 18:00:00,10,2015-08-18,3,False,True,0,donotnotify,no_send,STILL,Work,MostlyCloudy,temp_hot,2.0,20,True
2015-08-18 22:00:00,10,2015-08-18,4,True,True,2,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,STILL,Restaurant,PartlyCloudy,temp_warm,0.0,20,True
2015-08-18 23:30:00,10,2015-08-18,5,True,True,1,Exercise endorphins Get moving release those happy chemicals,no_response,STILL,Restaurant,Clear,temp_warm,2340.0,20,True
2015-08-19 13:00:00,10,2015-08-19,1,True,True,2,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,good,STILL,Home,Clear,temp_warm,0.0,21,True
2015-08-19 16:00:00,10,2015-08-19,2,True,True,2,Just a reminder that you rock How about thanking your body for all that it does by standing up and giving it a big stretch,good,STILL,Work,Clear,temp_warm,50.0,21,True
2015-08-19 18:00:00,10,2015-08-19,3,True,True,1,How about taking a few minutes to enjoy nature Head outside walk until you see a wild animal even if its just a squirrel,bad,STILL,Work,MostlyCloudy,temp_hot,27.0,21,True
2015-08-19 22:00:00,10,2015-08-19,4,False,True,0,donotnotify,no_send,STILL,GroceryStore,PartlyCloudy,temp_warm,473.0,21,True
2015-08-19 23:30:00,10,2015-08-19,5,True,True,2,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,STILL,Store,MostlyCloudy,temp_warm,167.0,21,True
2015-08-20 13:00:00,10,2015-08-20,1,True,True,2,Taking the bus this AM How about walking to a stop a few blocks away Its great to get the blood flowing before a busy day,bad,STILL,Transit,PartlyCloudy,temp_mild,0.0,22,True
2015-08-20 16:00:00,10,2015-08-20,2,True,True,1,Afternoons are great for walks How will you feel if you take a short break to clear your head,no_response,STILL,Work,MostlyCloudy,temp_mild,0.0,22,True
2015-08-20 18:00:00,10,2015-08-20,3,False,False,0,donotnotify,no_send,STILL,Work,MostlyCloudy,temp_mild,0.0,22,True
2015-08-20 22:00:00,10,2015-08-20,4,True,False,0,donotnotify,no_send,ON_MOVE,Restaurant,Overcast,temp_mild,92.0,22,True
2015-08-20 23:30:00,10,2015-08-20,5,True,True,1,Quick look at the clock If the minute ends in an even number try to stay moving for the next 4 minutes,bad,STILL,Transit,Overcast,temp_mild,56.0,22,True
2015-08-21 13:00:00,10,2015-08-21,1,False,True,0,donotnotify,no_send,STILL,Transit,Clear,temp_cool,223.0,23,True
2015-08-21 16:00:00,10,2015-08-21,2,False,False,0,donotnotify,no_send,ON_MOVE,Transit,Clear,temp_mild,61.0,23,True
2015-08-21 18:00:00,10,2015-08-21,3,False,False,0,donotnotify,no_send,ON_MOVE,Unknown,Clear,temp_warm,2.0,23,True
2015-08-21 23:00:00,10,2015-08-21,4,False,False,0,donotnotify,no_send,ON_MOVE,FurnitureStore,PartlyCloudy,temp_hot,966.0,23,True
2015-08-22 00:30:00,10,2015-08-22,5,True,True,1,Can you take a 5 minute break Even 5 minutes of walking can significantly improve health Our bodies are made to move,no_response,STILL,Restaurant,PartlyCloudy,temp_warm,213.0,24,False
2015-08-22 14:00:00,10,2015-08-22,1,True,True,1,Are your arms tight Try arm circles stand straight extend arms to the sides and make big circles forwards and backwards,good,STILL,Unknown,MostlyCloudy,temp_hot,296.0,24,False
2015-08-22 17:00:00,10,2015-08-22,2,False,True,0,donotnotify,no_send,STILL,Unknown,MostlyCloudy,temp_hot,95.0,24,False
2015-08-22 19:00:00,10,2015-08-22,3,False,True,0,donotnotify,no_send,STILL,Restaurant,MostlyCloudy,temp_hot,428.0,24,False
2015-08-22 23:00:00,10,2015-08-22,4,False,False,0,donotnotify,no_send,ON_MOVE,Restaurant,MostlyCloudy,temp_warm,1858.0,24,False
2015-08-23 00:30:00,10,2015-08-23,5,True,True,1,Its not too late Do you have time to take a friend or family member for a walk in the park this weekend Its a great way to connect,no_response,STILL,Restaurant,PartlyCloudy,temp_warm,1101.0,25,False
2015-08-23 14:00:00,10,2015-08-23,1,True,True,2,Taking the bus this AM How about walking to a stop a few blocks away Its great to get the blood flowing before a busy day,no_response,STILL,Store,Overcast,temp_mild,0.0,25,False
2015-08-23 17:00:00,10,2015-08-23,2,True,False,0,donotnotify,no_send,ON_MOVE,Transit,Overcast,temp_mild,0.0,25,False
2015-08-23 22:00:00,10,2015-08-23,4,False,True,0,donotnotify,no_send,STILL,Home,PartlyCloudy,temp_warm,0.0,25,False
2015-08-23 23:30:00,10,2015-08-23,5,False,True,0,donotnotify,no_send,STILL,Home,Rain,temp_mild,99.0,25,False
2015-08-24 13:00:00,10,2015-08-24,1,False,True,0,donotnotify,no_send,STILL,Home,Clear,temp_mild,172.0,26,True
2015-08-24 16:00:00,10,2015-08-24,2,False,True,0,donotnotify,no_send,STILL,Home,MostlyCloudy,temp_mild,319.0,26,True
2015-08-24 18:00:00,10,2015-08-24,3,True,True,2,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,STILL,ClothingStore,MostlyCloudy,temp_warm,420.0,26,True
2015-08-24 22:00:00,10,2015-08-24,4,False,True,0,donotnotify,no_send,STILL,Transit,Overcast,temp_mild,78.0,26,True
2015-08-24 23:30:00,10,2015-08-24,5,True,True,2,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,good,STILL,Transit,Overcast,temp_mild,60.0,26,True
2015-08-25 13:00:00,10,2015-08-25,1,True,True,2,Good morning When you get to work try stretching your legs for a minute or two before sitting down at your desk,good,STILL,Transit,Overcast,temp_mild,134.0,27,True
2015-08-25 16:00:00,10,2015-08-25,2,True,True,2,Ready for some hoops How about standing up and throwing some used paper balls in your office trash or recycling bin,bad,STILL,Work,Overcast,temp_mild,34.0,27,True
2015-08-25 18:00:00,10,2015-08-25,3,True,False,0,donotnotify,no_send,ON_MOVE,Work,Overcast,temp_mild,18.0,27,True
2015-08-25 22:00:00,10,2015-08-25,4,True,True,2,How about getting up stretching those arms and legs after a productive day at work You deserve it,good,STILL,Home,Overcast,temp_mild,51.0,27,True
2015-08-25 23:30:00,10,2015-08-25,5,True,True,2,Quick look at the clock If the hour is odd do that many toetouches stand reach to ceiling reach to toes repeat,bad,STILL,Home,Overcast,temp_mild,0.0,27,True
2015-08-26 13:00:00,10,2015-08-26,1,True,True,2,Quick look at the clock If the hour is odd do that many toetouches stand reach to ceiling reach to toes repeat,good,STILL,Home,Overcast,temp_mild,386.0,28,True
2015-08-26 16:00:00,10,2015-08-26,2,True,False,0,donotnotify,no_send,ON_MOVE,University,Overcast,temp_mild,0.0,28,True
